x_openingsales,open_res_own_snow_6,open_res_own_snow_0,open_res_own_rain_6,open_res_own_rain_0,open_res_own_mat5_10_6,open_res_own_mat5_10_0,open_res_own_mat5_15_6,open_res_own_mat5_15_0,open_res_own_mat5_20_6,open_res_own_mat5_20_0,open_res_own_mat5_25_6,open_res_own_mat5_25_0,open_res_own_mat5_30_6,open_res_own_mat5_30_0,open_res_own_mat5_35_6,open_res_own_mat5_35_0,open_res_own_mat5_40_6,open_res_own_mat5_40_0,open_res_own_mat5_45_6,open_res_own_mat5_45_0,open_res_own_mat5_50_6,open_res_own_mat5_50_0,open_res_own_mat5_55_6,open_res_own_mat5_55_0,open_res_own_mat5_60_6,open_res_own_mat5_60_0,open_res_own_mat5_65_6,open_res_own_mat5_65_0,open_res_own_mat5_70_6,open_res_own_mat5_70_0,open_res_own_mat5_75_6,open_res_own_mat5_75_0,open_res_own_mat5_80_6,open_res_own_mat5_80_0,open_res_own_mat5_85_6,open_res_own_mat5_85_0,open_res_own_mat5_90_6,open_res_own_mat5_90_0,open_res_own_mat5_95_6,open_res_own_mat5_95_0,open_res_own_prec_0_6,open_res_own_prec_0_0,open_res_own_prec_1_6,open_res_own_prec_1_0,open_res_own_prec_2_6,open_res_own_prec_2_0,open_res_own_prec_3_6,open_res_own_prec_3_0,open_res_own_prec_4_6,open_res_own_prec_4_0,open_res_own_prec_5_6,open_res_own_prec_5_0,y_ticketsales
2.378351,-.016124273,.087277919,.025427943,.22945058,-.020565106,-.014738615,-.0062239259,-.025270471,.019862154,-.043305222,.013020095,-.021539574,.0099727409,.02707394,.044543501,.031850196,-.0031152912,-.010778436,-.025906511,.019347265,-.015270875,.0065284413,.033759907,-.01553767,.03888141,.033368409,-.021365134,-.0038933742,-.010678514,.028078239,-.035401896,-.0065714377,-.014364584,.0037240551,-.0079302471,-.005952707,-.0041709789,-.0056102341,.0049532563,.0032271966,.0026076036,-.035273738,-.0060906829,.032526236,-.0087124594,-.0010887062,-.0096021211,-.0083808806,-.0011972,.0019031033,.022994861,.010313987,1.2760661
1.7207543,-.029071203,-.038754322,.17961608,.0090781879,-.00063991151,-.0012555008,-.00016098075,-.00020520602,-.0020752985,-.0022708327,-.012087458,-.011533134,-.024961175,-.016182523,-.029687254,-.026065001,-.0025024996,-.038482837,-.0027446153,.064952992,.077130489,.014158608,.080934562,-.021071814,-.010209183,-.017482065,-.016143808,.046138037,.018305456,.066743754,-.018618437,.0014213977,-.025218813,-.032072194,-.026796592,-.016046407,-.0066975961,-.012105279,.0021731227,.0013580141,-.22522204,-.037748776,.014935294,.030016467,.011291492,.024550909,.042395599,-.0040348461,.026821325,-.0033092638,.12977833,-.0094744842,.89763969
2.0209606,-.019020712,-.0080721853,-.21674447,-.1802161,-.00066710263,-.001282692,.000037525821,-6.6994503e-06,-.00061397662,-.00080951082,-.00012292281,.000431402,-.0055964976,.0040210458,-.0051954375,-.00094432081,-.019766238,-.020962674,-.037248276,-.037245248,-.035480771,-.041595399,-.024215586,-.079820551,.053182237,-.077924639,.054897714,.012581536,.03961907,.15271965,.05255235,.11951456,-.01294219,.03794416,-.044375397,-.04529101,-.014716417,-.020749491,.00065190514,-.00058013067,.12031915,.071345985,-.050651398,-.022425031,-.029300064,-.017907092,-.015605571,-.013503243,-.0078057265,-.0062750275,-.016956404,-.011235601,1.5257046
4.0755291,-.0035579433,-.0057426239,.14278135,.056462772,-.00065912795,-.0012747173,.000026798942,-.00001742633,-.00069308444,-.00088861858,-.0012491711,-.00069484633,-.003954371,-.0012161271,.0003251197,-.00021842703,.0033913029,.0028202559,.0008552284,.0061061024,-.0012221388,.0052120327,-.012460278,-.0010711798,-.0026327325,-.010812273,-.0086096274,-.031933155,-.046580017,-.011405823,.0090296613,-.045942798,.042209543,.053162303,.12122281,.1192428,-.058088813,-.037241507,-.040911105,-.04382661,-.041641887,-.033823099,.0018306195,-.0012409312,.017356955,-.0022618966,-.0071843076,.00081017119,.0094645983,.017517569,.020174017,.01899818,2.2024848
1.5368378,-.038013346,-.034332924,.0061618513,.035090555,-.00060154311,-.0012171324,3.7299133e-06,-.000040495357,-.00080295495,-.00099848909,-.0056962143,-.0043040179,-.023565356,-.016847221,-.042760089,-.032620769,-.077652782,-.064608417,-.061336633,-.081444539,-.059602596,-.094029546,.024916649,.037953466,.043865696,.082421526,.10681739,.081466675,.030018343,.0074990536,.026389278,.028746849,.046004582,.055038955,-.0055802003,.009414712,-.0037530449,-.0091607273,.0033357509,.0027301102,.017180022,.019310577,.014652509,-.0049567162,-.01291013,.0037667442,-.0030843886,-.0039075823,-.0054525454,-.005381092,-.01038547,-.0088319313,.73944873
1.8045449,.1824692,-.0532672,.049756199,-.11642814,.15343878,-.0021172198,.044527836,.092010573,.01611454,.12364898,.062204547,.14759341,.016488483,-.023855902,-.010403176,-.027740136,-.026616609,-.048953876,-.041867204,-.060851835,-.051711723,-.012763799,-.03939509,-.057644386,-.074966095,-.07580927,-.046941906,-.038514059,-.014786976,-.020406727,.011901996,.0078572147,.0034907386,-.0002036224,-.00061864906,.0013588915,.00041623545,-.0010230197,-.0012757096,-.0025851896,.04282923,.086804666,.0002819472,-.023772577,-.011000784,-.027769612,-.010576089,-.015811836,-.0053359666,-.006401462,-.01619832,-.013049158,1.0096076
1.7636719,-.053779691,-.070186406,-.10543551,-.11079014,.010806112,.013586828,.016535286,.022646867,.020196659,.049294267,-.016535386,.069987945,-.046494361,.030750358,-.030659931,-.049034085,-.0018112182,-.051628709,.0045467848,-.010104369,.040801682,-.036977042,.040848128,-.032348931,-.048937555,-.006053857,-.022764325,-.025760794,.0058848057,.02421519,.027129645,.0013086393,.0046683396,.010655937,-.0024569484,-.0025577345,.0007865582,-.0046211244,-.0025442797,-.0033593883,-.0050155078,.063427061,-.014300073,-.028449746,-.0043811887,-.020192079,-.0059683244,-.000655321,.0056444081,-.0046853269,.024020683,-.0094445879,.65181726
1.9391233,.006368516,.0041838349,-.14140339,-.1064332,.0044144401,.0037988508,.0030255271,.0029813019,.0046941484,.004498614,.0060636736,.0066179982,.0030566121,.0057948558,.0030757408,.0025321939,-.0098102074,-.010381254,-.030650299,-.031928137,.0074744099,-.044184033,-.016700666,-.038948175,.011266964,.01509246,.0029173421,.18816461,.024600662,.039107591,.042515133,-.060974762,-.020955874,-.048925668,-.016988946,-.035553005,-.0098185102,.007057339,-.0081801508,-.0047507775,.062417258,.022185674,-.037540067,-.007968423,-.013669763,-.0052834102,-.0061565056,.0063711265,.00097066158,-.0044757118,-.0060215881,-.010829261,1.0846332
6.2718687,.015655346,.013470666,-.047813043,.077973887,.0041617812,.0035461918,.0028478042,.002803579,.0044262037,.0042306697,.005710077,.0062644016,.0043092775,.0070475214,.0051225438,.0045789969,-.0041018683,-.0042470205,-.024624156,-.019945255,-.052416377,.013079756,-.030546989,-.0087939696,-.063257374,-.024497692,.062636316,.070272967,.085749976,-.03577441,-.03937855,-.07145232,-.036255475,-.034503769,.013757772,.055604193,.039268021,.031730864,.022591026,.000055303673,.090641513,.071155831,-.045815371,-.018700751,-.01829792,-.020748734,-.0093231555,-.01272607,-.0070111123,-.0063008172,-.010193951,-.01267945,2.8262122
2.2983518,.017826013,.015641334,-.088741072,-.21293896,.0041654077,.0035498184,.0028479574,.0028037322,.0044389591,.0042434251,.005730195,.0062845196,.0044631846,.0072014285,.005325729,.0047821826,-.0007829832,-.0013540301,-.0088037299,-.0083837733,-.011667948,-.010694814,-.011060024,-.0097506568,-.011247211,-.010605075,-.029271374,-.032054674,-.024250174,-.046033569,-.084836945,-.08242701,-.038691781,-.14476004,-.084036961,-.075224109,.087794088,.2258499,.1898836,.16657275,.055892512,.092698276,-.0063219233,-.030867426,-.016682593,-.020817462,-.0087152626,-.012953335,-.002815556,-.0099597219,-.021357179,-.018100336,1.1152438
2.2392511,.021657271,.017984496,-.047464415,.02497128,.0042395396,.0036239505,.0028798266,.0028356013,.0044982727,.0043027387,.0058658025,.0064201276,.0045663081,.0073045515,.0062279096,.0056843627,.0029671737,.0021835419,-.0014897879,-.002345342,.0030919614,-.0035879656,-.016602214,.0019269013,-.012820002,-.010902355,-.039443225,-.052012652,.025834577,-.075071231,.09117306,.036829647,-.058506109,.10374223,-.023607187,.0077530318,.00081661693,-.010118277,.00030747999,-.028568853,.053970173,-.038618688,-.015757971,.0068474556,-.016483909,.010834062,-.0099267056,.0013456277,-.0014579273,.003077812,-.010343662,.016513729,1.4797546
1.305137,.01970675,.015189584,.30054307,.16394439,.0042395396,.0036239505,.0028798266,.0028356013,.0044982727,.0043027387,.0058658025,.0064201276,.0045272936,.0072655375,.0053252848,.0047817379,.0008782323,-.0018132557,-.0053321505,-.0097892089,.0090144863,-.01588176,.0034968255,-.02063928,-.012606594,.020690333,.0099111926,.069896549,.091231763,.0075518289,-.031448431,-.0038086658,-.044529706,.01043243,-.0022965374,-.012362271,-.011892457,-.034051623,-.033762641,-.039454762,-.088225454,-.035127029,.021272415,.033644009,.036754586,.0099358587,-.0037223436,-.002231085,.0088698342,-.0018729619,.025050962,-.0043487852,.71338558
2.1207609,.017227145,.015678732,.0052026059,.015551568,.0042395396,.0036239505,.0028798266,.0028356013,.0044982727,.0043027387,.0058658025,.0064201276,.0045663081,.0073045515,.0054298979,.0048863511,-.0011334362,-.0017044831,-.0088929003,-.0099575678,.0092501994,-.015651535,.033666931,-.0031998712,.030200412,.029357925,.079684198,.015821941,-.040255483,-.021938782,-.044352621,-.015009937,-.020690329,-.057338759,-.051805507,.024234587,.0049591651,.048756149,-.018110264,-.022742976,.070595317,.019570148,-.0057112603,.01026832,-.013061394,-.00043758115,-.015571383,-.0081414497,-.011605884,-.0041113128,-.024645388,-.017148113,1.2210748
2.2952361,.052108269,.047162917,-.075002186,.046629544,.0041540121,.0035384228,.0028177416,.0027735163,.0043457206,.0041501867,.0076997606,.0065552108,.0065179765,.016901156,.033335291,.042560272,.031596784,.044404373,-.0025063215,.046968635,.0279132,.022940272,.077362828,.038111705,.0020150885,-.014331521,-.078027159,-.044074997,-.078816369,-.078954391,-.021405298,-.053394999,-.028763223,-.046769165,.0094037764,.025229488,.014735643,-.0034135985,-.012379453,-.013194561,.0039733131,.021905195,.010241122,-.0058260961,-.0028147555,-.002281371,-.00040475454,-.0046459367,.0010083813,-.0038044294,-.012003301,-.0053473557,1.5552409
1.3595622,.054286644,.13899414,.085673027,.060276456,-.045826357,-.013249556,-.03116524,-.014930396,-.0035938062,.0019189052,.021638112,.036780175,.013587124,-.0077761142,.047875766,.0039918376,-.011161081,.07938838,-.018873693,-.013802576,-.00014393478,-.031306107,.070763499,.024291933,.019228192,.010990833,-.0055599813,-.0068472135,-.015150296,-.026905855,-.020779673,-.015213833,-.013337826,-.014567381,-.010813976,-.0098534161,-.0040975451,-.0095052281,.0074107279,.006595619,.010747959,.041055363,-.0090507269,-.013626972,.0042292783,-.012991609,-.00030139351,-.0053665568,-.0037289939,-.0042917896,-.0018961158,-.0047784266,.4154309
3.5704467,.049109027,-.069791563,-.094222307,-.16832186,-.0069185547,-.014499108,.0030321002,-.010730994,.01795614,-.020019049,.019896606,.040923703,-.01883878,.027377723,-.0083973696,.019129999,-.016798573,-.015892204,-.046069872,.013235691,.02764041,.0064522941,.007042693,-.0032573778,.0093288347,-.022110077,.030305097,-.015933171,.022443445,.014299459,-.02130774,.003241319,-.022840517,-.009084845,-.00034541581,-.01078207,-.0038121904,-.0092198728,.0076836855,.0068685771,.061348785,.062260728,-.03273588,-.037303202,-.017049378,-.015243137,-.012218093,-.011575011,-.0062627313,-.0061912774,.0069172969,.0080519002,2.3847053
2.1251626,.14948316,.086878084,-.10807455,-.13868171,-.0026165585,-.0026165585,-.0015883793,-.0015883793,.0050097122,-.0032626404,.094064102,.012245754,.082705066,.06892588,.084792547,.099183492,.11800353,.1181451,-.021451371,-.017307423,-.052172352,-.0060326653,-.068398148,-.010350693,-.019909929,-.026839143,-.025394022,-.044738282,-.0603518,-.049971309,-.053243306,-.046773624,-.053224627,-.056109183,-.029171843,-.030569691,-.004792511,-.0097534955,.0077398969,.0074128709,.027652912,.052698359,-.0070407107,-.004775011,.00077558769,-.020387508,-.0095052132,-.010483429,-.0038100297,-.0055265008,-.0080725355,-.011525898,1.3162342
